"Supplementary Table S15. List of cell type-specific unmethylated markers (top 25), covered by Illumina TruSeq EPIC hybrid capture panel (hg19).",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,chr,start,end,startCpG,endCpG,position,Number of CpGs,Length,Target meth. ,Background meth.,Diff,Genomic class,Gene,,p-value,,,,,,,,,,,
Heart-Cardio,chr13,113384141,113384655,19314726,19314741,chr13:113384141-113384655,15CpGs,514bp,0.0667,0.923,0.856,intron,ATP11A,,,,,,,,,,,,,
Heart-Cardio,chr10,855627,855872,14648230,14648252,chr10:855627-855872,22CpGs,245bp,0.0561,0.953,0.897,exon,LARP4B,,,,,,,,,,,,,
Heart-Cardio,chr18,67667984,67668494,23888847,23888853,chr18:67667984-67668494,6CpGs,510bp,0.116,0.958,0.842,Intergenic,CD226,,,,,,,,,,,,,
Heart-Cardio,chr2,238672290,238672544,4361874,4361881,chr2:238672290-238672544,7CpGs,254bp,0.0531,0.953,0.9,exon,LRRFIP1,,,,,,,,,,,,,
Heart-Cardio,chr17,78938262,78938345,23271325,23271331,chr17:78938262-78938345,6CpGs,83bp,0.0482,0.91,0.862,exon,RPTOR,,,,,,,,,,,,,
Heart-Cardio,chr17,78353232,78353498,23257582,23257591,chr17:78353232-78353498,9CpGs,266bp,0.0617,0.9,0.838,intron,RNF213,,,,,,,,,,,,,
Heart-Cardio,chr3,58121758,58121854,4991286,4991293,chr3:58121758-58121854,7CpGs,96bp,0.0613,0.959,0.898,intron,FLNB,,,,,,,,,,,,,
Heart-Cardio,chr13,114104731,114105193,19334081,19334093,chr13:114104731-114105193,12CpGs,462bp,0.0494,0.911,0.861,intron,ADPRHL1,,,,,,,,,,,,,
Heart-Cardio,chr7,1880766,1880997,10585265,10585277,chr7:1880766-1880997,12CpGs,231bp,0.124,0.946,0.822,intron,MAD1L1,,,,,,,,,,,,,
Heart-Cardio,chr9,135929449,135929662,14496632,14496641,chr9:135929449-135929662,9CpGs,213bp,0.121,0.943,0.822,intron,GTF3C5,,,,,,,,,,,,,
Heart-Cardio,chr5,37615975,37616344,7892395,7892402,chr5:37615975-37616344,7CpGs,369bp,0.108,0.963,0.855,intron,WDR70,,,,,,,,,,,,,
Heart-Cardio,chr10,855884,856183,14648252,14648259,chr10:855884-856183,7CpGs,299bp,0.043,0.909,0.866,exon,LARP4B,,,,,,,,,,,,,
Heart-Cardio,chr21,40723800,40724125,26036158,26036168,chr21:40723800-40724125,10CpGs,325bp,0.091,0.933,0.842,Intergenic,HMGN1,,,,,,,,,,,,,
Heart-Cardio,chr22,22210535,22210978,26277193,26277204,chr22:22210535-22210978,11CpGs,443bp,0.0584,0.912,0.854,intron,MAPK1,,,,,,,,,,,,,
Heart-Cardio,chr15,35085547,35085735,20380725,20380732,chr15:35085547-35085735,7CpGs,188bp,0.0285,0.905,0.877,intron,ACTC1,,,,,,,,,,,,,
Heart-Cardio,chr16,58137284,58137468,21752732,21752739,chr16:58137284-58137468,7CpGs,184bp,0.0513,0.924,0.873,Intergenic,C16orf80,,,,,,,,,,,,,
Heart-Cardio,chr20,36713601,36714497,25429866,25429879,chr20:36713601-36714497,13CpGs,896bp,0.164,0.933,0.769,intron,RPRD1B,,,,,,,,,,,,,
Heart-Cardio,chr13,113384765,113384930,19314742,19314752,chr13:113384765-113384930,10CpGs,165bp,0.0569,0.93,0.873,intron,ATP11A,,,,,,,,,,,,,
Heart-Cardio,chr16,31905880,31906152,21591045,21591050,chr16:31905880-31906152,5CpGs,272bp,0.139,0.963,0.824,intron,ZNF267,,,,,,,,,,,,,
Heart-Cardio,chr10,11505339,11505563,14772715,14772729,chr10:11505339-11505563,14CpGs,224bp,0.166,0.953,0.787,exon,USP6NL,,,,,,,,,,,,,
Heart-Cardio,chr1,10766629,10766836,220148,220159,chr1:10766629-10766836,11CpGs,207bp,0.0428,0.93,0.888,intron,CASZ1,,,,,,,,,,,,,
Heart-Fibro,chr16,72939959,72940108,21908600,21908607,chr16:72939959-72940108,7CpGs,149bp,0.2,0.946,0.747,intron,ZFHX3,,,,,,,,,,,,,
Heart-Fibro,chr16,22016090,22017369,21448052,21448062,chr16:22016090-22017369,10CpGs,1279bp,0.232,0.879,0.646,Intergenic,C16orf52;PDZD9,,,,,,,,,,,,,
Heart-Fibro,chr19,3012448,3012865,24123466,24123479,chr19:3012448-3012865,13CpGs,417bp,0.254,0.905,0.651,intron,TLE2,,,,,,,,,,,,,
Heart-Fibro,chr6,169497716,169498022,10504259,10504264,chr6:169497716-169498022,5CpGs,306bp,0.12,0.825,0.705,Intergenic,THBS2,,,,,,,,,,,,,
Heart-Fibro,chrY,15547548,15547751,28122803,28122814,chrY:15547548-15547751,11CpGs,203bp,0.0168,0.852,0.835,intron,UTY,,,,,,,,,,,,,
Heart-Fibro,chr6,169568431,169568565,10505047,10505060,chr6:169568431-169568565,13CpGs,134bp,0.00729,0.929,0.922,Intergenic,THBS2,,,,,,,,,,,,,
Heart-Fibro,chr18,19996170,19996646,23518549,23518557,chr18:19996170-19996646,8CpGs,476bp,0.197,0.886,0.689,exon,CTAGE1,,,,,,,,,,,,,
Heart-Fibro,chr6,160683680,160683829,10395362,10395367,chr6:160683680-160683829,5CpGs,149bp,0.13,0.853,0.723,Intergenic,SLC22A2,,,,,,,,,,,,,
Heart-Fibro,chr2,236845416,236845766,4336084,4336089,chr2:236845416-236845766,5CpGs,350bp,0.114,0.869,0.755,intron,AGAP1,,,,,,,,,,,,,
Heart-Fibro,chr12,94218762,94219377,18055382,18055388,chr12:94218762-94219377,6CpGs,615bp,0.115,0.876,0.761,intron,CRADD,,,,,,,,,,,,,
Heart-Fibro,chr6,169568591,169568771,10505060,10505065,chr6:169568591-169568771,5CpGs,180bp,0.00799,0.874,0.866,Intergenic,THBS2,,,,,,,,,,,,,
Heart-Fibro,chr10,36083358,36083799,15028096,15028107,chr10:36083358-36083799,11CpGs,441bp,0.185,0.908,0.723,Intergenic,FZD8,,,,,,,,,,,,,
Heart-Fibro,chr5,40914883,40915035,7917544,7917549,chr5:40914883-40915035,5CpGs,152bp,0.169,0.883,0.714,intron,C7,,,,,,,,,,,,,
Heart-Fibro,chr5,167692832,167693711,8862771,8862782,chr5:167692832-167693711,11CpGs,879bp,0.325,0.911,0.586,Intergenic,WWC1,,,,,,,,,,,,,
Heart-Fibro,chr1,12726365,12726621,254572,254579,chr1:12726365-12726621,7CpGs,256bp,0.0614,0.873,0.811,exon,AADACL4,,,,,,,,,,,,,
Heart-Fibro,chr3,189969610,189970215,5973097,5973102,chr3:189969610-189970215,5CpGs,605bp,0.283,0.919,0.636,Intergenic,CLDN1,,,,,,,,,,,,,
Heart-Fibro,chr7,145377929,145379117,11899742,11899747,chr7:145377929-145379117,5CpGs,1188bp,0.189,0.886,0.697,Intergenic,CNTNAP2,,,,,,,,,,,,,
Heart-Fibro,chr9,136576746,136576932,14512031,14512040,chr9:136576746-136576932,9CpGs,186bp,0.0941,0.89,0.796,intron,SARDH,,,,,,,,,,,,,
Heart-Fibro,chr9,98978744,98979270,14089576,14089586,chr9:98978744-98979270,10CpGs,526bp,0.131,0.881,0.749,Intergenic,HSD17B3,,,,,,,,,,,,,
Heart-Fibro,chr21,42765190,42766022,26057495,26057510,chr21:42765190-42766022,15CpGs,832bp,0.269,0.894,0.625,intron,MX2,,,,,,,,,,,,,
Heart-Fibro,chr7,70096458,70096640,11225345,11225353,chr7:70096458-70096640,8CpGs,182bp,0.155,0.86,0.705,intron,AUTS2,,,,,,,,,,,,,
Heart-Fibro,chr6,169556759,169557333,10504759,10504765,chr6:169556759-169557333,6CpGs,574bp,0.328,0.92,0.591,Intergenic,THBS2,,,,,,,,,,,,,
Heart-Fibro,chr17,71984268,71984444,23122164,23122170,chr17:71984268-71984444,6CpGs,176bp,0.0776,0.821,0.743,Intergenic,LINC00469,,,,,,,,,,,,,
Heart-Fibro,chr6,145357601,145358045,10241343,10241351,chr6:145357601-145358045,8CpGs,444bp,0.26,0.887,0.627,Intergenic,LOC100507557,,,,,,,,,,,,,
Heart-Fibro,chr4,187680056,187680202,7506557,7506562,chr4:187680056-187680202,5CpGs,146bp,0.206,0.915,0.708,Intergenic,FAT1,,,,,,,,,,,,,
Kidney-Ep,chr13,96085429,96085970,19138089,19138104,chr13:96085429-96085970,15CpGs,541bp,0.0712,0.914,0.842,promoter-TSS,CLDN10,,,,,,,,,,,,,
Kidney-Ep,chr10,135120066,135120641,15974544,15974565,chr10:135120066-135120641,21CpGs,575bp,0.268,0.913,0.645,intron,TUBGCP2,,,,,,,,,,,,,
Kidney-Ep,chr3,125062531,125062913,5443503,5443513,chr3:125062531-125062913,10CpGs,382bp,0.0769,0.941,0.864,intron,ZNF148,,,,,,,,,,,,,
Kidney-Ep,chr16,72038677,72039042,21900277,21900285,chr16:72038677-72039042,8CpGs,365bp,0.318,0.902,0.584,Intergenic,DHODH,,,,,,,,,,,,,
Kidney-Ep,chr8,116559924,116560157,13087620,13087625,chr8:116559924-116560157,5CpGs,233bp,0.166,0.913,0.747,intron,TRPS1,,,,,,,,,,,,,
Kidney-Ep,chr16,56398105,56398305,21726595,21726600,chr16:56398105-56398305,5CpGs,200bp,0.179,0.879,0.7,intron,AMFR,,,,,,,,,,,,,
Kidney-Ep,chr6,15525028,15525518,9231042,9231055,chr6:15525028-15525518,13CpGs,490bp,0.31,0.949,0.639,intron,DTNBP1,,,,,,,,,,,,,
Kidney-Ep,chr18,76151081,76151264,23976765,23976780,chr18:76151081-76151264,15CpGs,183bp,0.203,0.941,0.737,Intergenic,SALL3,,,,,,,,,,,,,
Kidney-Ep,chr8,1132771,1132948,12117782,12117796,chr8:1132771-1132948,14CpGs,177bp,0.129,0.878,0.749,Intergenic,LOC286083,,,,,,,,,,,,,
Kidney-Ep,chr3,153086894,153087092,5686973,5686982,chr3:153086894-153087092,9CpGs,198bp,0.154,0.897,0.743,Intergenic,C3orf79,,,,,,,,,,,,,
Kidney-Ep,chr5,16681956,16682099,7739333,7739341,chr5:16681956-16682099,8CpGs,143bp,0.128,0.901,0.773,exon,MYO10,,,,,,,,,,,,,
Kidney-Ep,chr16,81765201,81765593,22010539,22010547,chr16:81765201-81765593,8CpGs,392bp,0.222,0.944,0.722,Intergenic,PLCG2,,,,,,,,,,,,,
Kidney-Ep,chr21,35212230,35212414,25971695,25971700,chr21:35212230-35212414,5CpGs,184bp,0.0605,0.912,0.851,TTS;intron,ITSN1,,,,,,,,,,,,,
Kidney-Ep,chr4,187564589,187564847,7504658,7504666,chr4:187564589-187564847,8CpGs,258bp,0.209,0.925,0.717,intron,FAT1,,,,,,,,,,,,,
Kidney-Ep,chr1,117715692,117715875,1272453,1272463,chr1:117715692-117715875,10CpGs,183bp,0.11,0.939,0.829,intron,VTCN1,,,,,,,,,,,,,
Kidney-Ep,chr4,1534879,1535047,6107916,6107930,chr4:1534879-1535047,14CpGs,168bp,0.264,0.919,0.655,Intergenic,CRIPAK,,,,,,,,,,,,,
Kidney-Ep,chr19,13879658,13880041,24364450,24364463,chr19:13879658-13880041,13CpGs,383bp,0.314,0.936,0.621,exon;intron,MRI1,,,,,,,,,,,,,
Kidney-Ep,chr8,60913221,60913422,12692742,12692749,chr8:60913221-60913422,7CpGs,201bp,0.146,0.872,0.727,Intergenic,CA8,,,,,,,,,,,,,
Kidney-Ep,chr7,157280199,157280369,12057860,12057872,chr7:157280199-157280369,12CpGs,170bp,0.19,0.863,0.673,Intergenic,MIR153-2,,,,,,,,,,,,,
Kidney-Ep,chr14,95215739,95215812,20020939,20020944,chr14:95215739-95215812,5CpGs,73bp,0.285,0.877,0.592,Intergenic,GSC,,,,,,,,,,,,,
Kidney-Ep,chr18,76151279,76151406,23976781,23976792,chr18:76151279-76151406,11CpGs,127bp,0.257,0.942,0.685,Intergenic,SALL3,,,,,,,,,,,,,
Kidney-Ep,chr10,132891205,132891551,15920204,15920226,chr10:132891205-132891551,22CpGs,346bp,0.259,0.913,0.654,exon,TCERG1L,,,,,,,,,,,,,
Kidney-Ep,chr9,46121596,46121710,13781385,13781391,chr9:46121596-46121710,6CpGs,114bp,0.236,0.908,0.672,Intergenic,FAM27A,,,,,,,,,,,,,
Kidney-Ep,chr14,101492031,101492265,20100947,20100961,chr14:101492031-101492265,14CpGs,234bp,0.268,0.918,0.649,promoter-TSS,MIR323A,,,,,,,,,,,,,
Kidney-Ep,chr12,4554786,4554972,17338635,17338648,chr12:4554786-4554972,13CpGs,186bp,0.168,0.905,0.737,promoter-TSS,FGF6,,,,,,,,,,,,,
Liver-Hep,chr6,160500588,160501052,10393342,10393363,chr6:160500588-160501052,21CpGs,464bp,0.0405,0.949,0.909,intron,IGF2R,,,,,,,,,,,,,
Liver-Hep,chr1,9614272,9614521,198193,198202,chr1:9614272-9614521,9CpGs,249bp,0.042,0.952,0.91,intron,SLC25A33,,,,,,,,,,,,,
Liver-Hep,chr7,74124285,74124759,11287216,11287223,chr7:74124285-74124759,7CpGs,474bp,0.0787,0.914,0.835,intron,GTF2I,,,,,,,,,,,,,
Liver-Hep,chr3,52245330,52245717,4928421,4928438,chr3:52245330-52245717,17CpGs,387bp,0.126,0.954,0.828,exon,ALAS1,,,,,,,,,,,,,
Liver-Hep,chr2,230936371,230936464,4256800,4256806,chr2:230936371-230936464,6CpGs,93bp,0.0571,0.925,0.868,Intergenic,SLC16A14,,,,,,,,,,,,,
Liver-Hep,chr3,142681595,142681729,5615635,5615643,chr3:142681595-142681729,8CpGs,134bp,0.143,0.916,0.773,exon,PAQR9,,,,,,,,,,,,,
Liver-Hep,chr12,100869606,100869804,18113134,18113144,chr12:100869606-100869804,10CpGs,198bp,0.0311,0.93,0.899,intron,NR1H4,,,,,,,,,,,,,
Liver-Hep,chr1,173883833,173884207,1598761,1598772,chr1:173883833-173884207,11CpGs,374bp,0.0693,0.938,0.869,exon,SERPINC1,,,,,,,,,,,,,
Liver-Hep,chr19,11347513,11347634,24314969,24314976,chr19:11347513-11347634,7CpGs,121bp,0.0469,0.944,0.897,exon;intron,DOCK6,,,,,,,,,,,,,
Liver-Hep,chr9,128347842,128348213,14360564,14360574,chr9:128347842-128348213,10CpGs,371bp,0.0712,0.959,0.888,intron,MAPKAP1,,,,,,,,,,,,,
Liver-Hep,chr13,34183496,34183773,18715555,18715561,chr13:34183496-34183773,6CpGs,277bp,0.0744,0.937,0.862,intron,STARD13,,,,,,,,,,,,,
Liver-Hep,chr19,2790820,2791240,24117600,24117618,chr19:2790820-2791240,18CpGs,420bp,0.0653,0.93,0.864,intron,THOP1,,,,,,,,,,,,,
Liver-Hep,chr3,52812520,52812612,4937980,4937985,chr3:52812520-52812612,5CpGs,92bp,0.0488,0.893,0.844,promoter-TSS,ITIH1,,,,,,,,,,,,,
Liver-Hep,chr11,679659,680254,16002653,16002680,chr11:679659-680254,27CpGs,595bp,0.144,0.936,0.792,intron,DEAF1,,,,,,,,,,,,,
Liver-Hep,chr14,103573762,103574056,20139718,20139738,chr14:103573762-103574056,20CpGs,294bp,0.132,0.939,0.807,exon;intron,EXOC3L4,,,,,,,,,,,,,
Liver-Hep,chr19,45448906,45449100,24802918,24802924,chr19:45448906-45449100,6CpGs,194bp,0.0418,0.883,0.841,promoter-TSS,APOC2,,,,,,,,,,,,,
Liver-Hep,chr22,38212483,38213122,26495451,26495473,chr22:38212483-38213122,22CpGs,639bp,0.0788,0.912,0.834,TTS;exon,GCAT,,,,,,,,,,,,,
Liver-Hep,chr16,72096449,72096839,21901148,21901157,chr16:72096449-72096839,9CpGs,390bp,0.0564,0.881,0.824,promoter-TSS,HPR,,,,,,,,,,,,,
Liver-Hep,chr21,33967599,33967728,25955330,25955336,chr21:33967599-33967728,6CpGs,129bp,0.0815,0.911,0.83,Intergenic,TCP10L,,,,,,,,,,,,,
Liver-Hep,chr1,65376254,65376644,894748,894758,chr1:65376254-65376644,10CpGs,390bp,0.103,0.938,0.835,intron,JAK1,,,,,,,,,,,,,
Liver-Hep,chr22,46528295,46528709,26651401,26651410,chr22:46528295-46528709,9CpGs,414bp,0.0593,0.913,0.854,Intergenic,PPARA,,,,,,,,,,,,,
Liver-Hep,chr16,87969825,87970383,22119228,22119243,chr16:87969825-87970383,15CpGs,558bp,0.057,0.897,0.84,intron;promoter-TSS,CA5A,,,,,,,,,,,,,
Liver-Hep,chr17,6609990,6610112,22317735,22317744,chr17:6609990-6610112,9CpGs,122bp,0.0707,0.897,0.826,exon;intron,SLC13A5,,,,,,,,,,,,,
Liver-Hep,chr2,44066294,44066867,2736616,2736627,chr2:44066294-44066867,11CpGs,573bp,0.0467,0.897,0.85,promoter-TSS,ABCG5,,,,,,,,,,,,,
Liver-Hep,chr15,40674143,40674362,20424319,20424328,chr15:40674143-40674362,9CpGs,219bp,0.135,0.949,0.814,promoter-TSS,KNSTRN,,,,,,,,,,,,,
Lung-Ep-Alveo,chr15,57626002,57626445,20585814,20585821,chr15:57626002-57626445,7CpGs,443bp,0.0584,0.91,0.851,Intergenic,LOC283663,,,,,,,,,,,,,
Lung-Ep-Alveo,chr16,678028,678174,21108455,21108468,chr16:678028-678174,13CpGs,146bp,0.0279,0.915,0.887,exon,RAB40C,,,,,,,,,,,,,
Lung-Ep-Alveo,chr5,61757253,61757581,8044130,8044135,chr5:61757253-61757581,5CpGs,328bp,0.12,0.936,0.815,intron,IPO11,,,,,,,,,,,,,
Lung-Ep-Alveo,chr11,70372606,70372794,16694576,16694584,chr11:70372606-70372794,8CpGs,188bp,0.0428,0.899,0.856,intron,SHANK2,,,,,,,,,,,,,
Lung-Ep-Alveo,chr1,28855995,28856510,497325,497330,chr1:28855995-28856510,5CpGs,515bp,0.172,0.91,0.738,intron,RCC1,,,,,,,,,,,,,
Lung-Ep-Alveo,chr14,62002256,62002703,19701434,19701440,chr14:62002256-62002703,6CpGs,447bp,0.0884,0.919,0.83,intron,PRKCH,,,,,,,,,,,,,
Lung-Ep-Alveo,chr2,85894270,85895366,3086090,3086100,chr2:85894270-85895366,10CpGs,1096bp,0.0617,0.89,0.828,intron,SFTPB,,,,,,,,,,,,,
Lung-Ep-Alveo,chr7,2473795,2474258,10602998,10603011,chr7:2473795-2474258,13CpGs,463bp,0.0459,0.906,0.86,exon,CHST12,,,,,,,,,,,,,
Lung-Ep-Alveo,chr2,85893108,85893606,3086073,3086082,chr2:85893108-85893606,9CpGs,498bp,0.0736,0.911,0.837,intron,SFTPB,,,,,,,,,,,,,
Lung-Ep-Alveo,chr8,22851759,22851945,12372399,12372407,chr8:22851759-22851945,8CpGs,186bp,0.124,0.906,0.782,intron,RHOBTB2,,,,,,,,,,,,,
Lung-Ep-Alveo,chr16,47961569,47961782,21642840,21642847,chr16:47961569-47961782,7CpGs,213bp,0.142,0.909,0.767,Intergenic,ABCC12,,,,,,,,,,,,,
Lung-Ep-Alveo,chr17,78587637,78588060,23262934,23262946,chr17:78587637-78588060,12CpGs,423bp,0.145,0.928,0.783,intron,RPTOR,,,,,,,,,,,,,
Lung-Ep-Alveo,chr10,73956581,73956730,15323633,15323638,chr10:73956581-73956730,5CpGs,149bp,0.106,0.896,0.79,exon,ASCC1,,,,,,,,,,,,,
Lung-Ep-Alveo,chr14,74957815,74958391,19830572,19830584,chr14:74957815-74958391,12CpGs,576bp,0.212,0.935,0.723,intron,NPC2,,,,,,,,,,,,,
Lung-Ep-Alveo,chrY,2651926,2652768,28050816,28050825,chrY:2651926-2652768,9CpGs,842bp,0.29,0.931,0.641,Intergenic,SRY,,,,,,,,,,,,,
Lung-Ep-Alveo,chr6,160223904,160224496,10389704,10389711,chr6:160223904-160224496,7CpGs,592bp,0.223,0.933,0.71,intron,PNLDC1,,,,,,,,,,,,,
Lung-Ep-Alveo,chr20,49179013,49179362,25576981,25576989,chr20:49179013-49179362,8CpGs,349bp,0.0628,0.921,0.858,intron,PTPN1,,,,,,,,,,,,,
Lung-Ep-Alveo,chr1,87607301,87607738,1039735,1039746,chr1:87607301-87607738,11CpGs,437bp,0.118,0.901,0.783,intron,LOC339524,,,,,,,,,,,,,
Lung-Ep-Alveo,chr10,80179638,80179921,15386649,15386657,chr10:80179638-80179921,8CpGs,283bp,0.0401,0.911,0.871,Intergenic,LINC00595,,,,,,,,,,,,,
Lung-Ep-Alveo,chr21,43546441,43546655,26071287,26071297,chr21:43546441-43546655,10CpGs,214bp,0.258,0.895,0.637,intron,UMODL1,,,,,,,,,,,,,
Lung-Ep-Alveo,chr7,97767447,97767608,11470261,11470266,chr7:97767447-97767608,5CpGs,161bp,0.241,0.938,0.697,intron,LMTK2,,,,,,,,,,,,,
Lung-Ep-Alveo,chr4,148745488,148745733,7199178,7199183,chr4:148745488-148745733,5CpGs,245bp,0.113,0.901,0.788,intron,ARHGAP10,,,,,,,,,,,,,
Lung-Ep-Alveo,chr2,61448912,61449171,2877042,2877049,chr2:61448912-61449171,7CpGs,259bp,0.182,0.94,0.758,intron,USP34,,,,,,,,,,,,,
Lung-Ep-Alveo,chr1,207497208,207498643,1867414,1867425,chr1:207497208-207498643,11CpGs,1435bp,0.316,0.916,0.601,intron,CD55,,,,,,,,,,,,,
Lung-Ep-Alveo,chr16,2544831,2545183,21175272,21175278,chr16:2544831-2545183,6CpGs,352bp,0.0584,0.895,0.837,intron,TBC1D24,,,,,,,,,,,,,
Lung-Ep-Bron,chr6,151417788,151418368,10296608,10296617,chr6:151417788-151418368,9CpGs,580bp,0.0285,0.917,0.889,intron,MTHFD1L,,,,,,,,,,,,,
Lung-Ep-Bron,chrY,14585667,14586083,28115767,28115773,chrY:14585667-14586083,6CpGs,416bp,0.0506,0.727,0.677,Intergenic,GYG2P1,,,,,,,,,,,,,
Lung-Ep-Bron,chr3,13287610,13287766,4574526,4574532,chr3:13287610-13287766,6CpGs,156bp,0.207,0.911,0.703,Intergenic,NUP210,,,,,,,,,,,,,
Lung-Ep-Bron,chr4,176048800,176049570,7392942,7392949,chr4:176048800-176049570,7CpGs,770bp,0.148,0.868,0.72,Intergenic,ADAM29,,,,,,,,,,,,,
Lung-Ep-Bron,chr10,129014611,129014940,15867307,15867313,chr10:129014611-129014940,6CpGs,329bp,0.161,0.885,0.724,intron,DOCK1,,,,,,,,,,,,,
Lung-Ep-Bron,chr11,68112077,68112621,16653032,16653043,chr11:68112077-68112621,11CpGs,544bp,0.256,0.933,0.677,intron,LRP5,,,,,,,,,,,,,
Lung-Ep-Bron,chr5,177310967,177312348,8984760,8984772,chr5:177310967-177312348,12CpGs,1381bp,0.356,0.955,0.599,TTS,LOC728554,,,,,,,,,,,,,
Lung-Ep-Bron,chr13,52600218,52601032,18866815,18866827,chr13:52600218-52601032,12CpGs,814bp,0.123,0.927,0.804,intron,UTP14C,,,,,,,,,,,,,
Lung-Ep-Bron,chr2,33447183,33447527,2643239,2643244,chr2:33447183-33447527,5CpGs,344bp,0.0842,0.916,0.832,intron,LTBP1,,,,,,,,,,,,,
Lung-Ep-Bron,chr5,126851408,126851928,8503807,8503817,chr5:126851408-126851928,10CpGs,520bp,0.0672,0.889,0.822,Intergenic,PRRC1,,,,,,,,,,,,,
Lung-Ep-Bron,chr1,113369423,113369766,1232939,1232945,chr1:113369423-113369766,6CpGs,343bp,0.225,0.888,0.663,Intergenic,AKR7A2P1,,,,,,,,,,,,,
Lung-Ep-Bron,chr6,4908200,4908900,9117668,9117675,chr6:4908200-4908900,7CpGs,700bp,0.232,0.916,0.684,intron,CDYL,,,,,,,,,,,,,
Lung-Ep-Bron,chr12,105604559,105605026,18153320,18153330,chr12:105604559-105605026,10CpGs,467bp,0.31,0.928,0.618,intron,APPL2,,,,,,,,,,,,,
Lung-Ep-Bron,chr4,175839265,175840134,7391759,7391767,chr4:175839265-175840134,8CpGs,869bp,0.208,0.855,0.647,intron,ADAM29,,,,,,,,,,,,,
Lung-Ep-Bron,chr2,45392711,45392998,2750918,2750923,chr2:45392711-45392998,5CpGs,287bp,0.341,0.921,0.58,Intergenic,UNQ6975,,,,,,,,,,,,,
Lung-Ep-Bron,chr8,142168525,142168722,13305560,13305567,chr8:142168525-142168722,7CpGs,197bp,0.0888,0.857,0.768,intron,DENND3,,,,,,,,,,,,,
Lung-Ep-Bron,chr2,206421572,206421663,4049685,4049691,chr2:206421572-206421663,6CpGs,91bp,0.0283,0.892,0.864,intron,PARD3B,,,,,,,,,,,,,
Lung-Ep-Bron,chr21,30476857,30477239,25921015,25921025,chr21:30476857-30477239,10CpGs,382bp,0.0803,0.906,0.826,intron,C21orf7,,,,,,,,,,,,,
Lung-Ep-Bron,chr2,225670270,225670761,4215846,4215851,chr2:225670270-225670761,5CpGs,491bp,0.272,0.898,0.625,intron,DOCK10,,,,,,,,,,,,,
Lung-Ep-Bron,chr5,140021523,140021814,8631418,8631423,chr5:140021523-140021814,5CpGs,291bp,0.235,0.9,0.665,exon;intron,TMCO6,,,,,,,,,,,,,
Lung-Ep-Bron,chr1,182835595,182836129,1674399,1674405,chr1:182835595-182836129,6CpGs,534bp,0.239,0.922,0.683,intron,DHX9,,,,,,,,,,,,,
Lung-Ep-Bron,chr8,142302158,142302250,13309335,13309341,chr8:142302158-142302250,6CpGs,92bp,0.11,0.853,0.743,Intergenic,LOC731779,,,,,,,,,,,,,
Lung-Ep-Bron,chr1,17773717,17774058,326754,326762,chr1:17773717-17774058,8CpGs,341bp,0.333,0.897,0.564,Intergenic,RCC2,,,,,,,,,,,,,
Lung-Ep-Bron,chr16,89188350,89188422,22155990,22155996,chr16:89188350-89188422,6CpGs,72bp,0.132,0.939,0.807,intron,ACSF3,,,,,,,,,,,,,
Lung-Ep-Bron,chr11,93223597,93224126,16889101,16889111,chr11:93223597-93224126,10CpGs,529bp,0.291,0.925,0.635,intron,C11orf75,,,,,,,,,,,,,
Neuron,chr22,18838908,18839122,26211376,26211385,chr22:18838908-18839122,9CpGs,214bp,0.114,0.801,0.687,Intergenic,DGCR6,,,,,,,,,,,,,
Neuron,chr2,51254072,51254314,2801748,2801757,chr2:51254072-51254314,9CpGs,242bp,0.217,0.923,0.705,intron,NRXN1,,,,,,,,,,,,,
Neuron,chr1,229476664,229476936,2075025,2075044,chr1:229476664-229476936,19CpGs,272bp,0.143,0.937,0.794,intron,CCSAP,,,,,,,,,,,,,
Neuron,chr19,18313277,18313355,24455988,24455994,chr19:18313277-18313355,6CpGs,78bp,0.142,0.915,0.773,exon;intron,RAB3A,,,,,,,,,,,,,
Neuron,chr17,78442716,78442800,23259721,23259728,chr17:78442716-78442800,7CpGs,84bp,0.249,0.891,0.642,exon,NPTX1,,,,,,,,,,,,,
Neuron,chr20,62295856,62296183,25775409,25775418,chr20:62295856-62296183,9CpGs,327bp,0.298,0.892,0.594,intron,RTEL1-TNFRSF6B,,,,,,,,,,,,,
Neuron,chr14,51556555,51557567,19611943,19611948,chr14:51556555-51557567,5CpGs,1012bp,0.15,0.891,0.74,intron,TRIM9,,,,,,,,,,,,,
Neuron,chr12,133306612,133307003,18541187,18541206,chr12:133306612-133307003,19CpGs,391bp,0.317,0.937,0.619,exon,ANKLE2,,,,,,,,,,,,,
Neuron,chr17,8380200,8380434,22355498,22355515,chr17:8380200-8380434,17CpGs,234bp,0.361,0.928,0.566,exon;intron,MYH10,,,,,,,,,,,,,
Neuron,chr11,17927895,17928423,16200535,16200546,chr11:17927895-17928423,11CpGs,528bp,0.148,0.911,0.762,intron,SERGEF,,,,,,,,,,,,,
Neuron,chr7,5391292,5391420,10656588,10656600,chr7:5391292-5391420,12CpGs,128bp,0.216,0.938,0.722,intron,TNRC18,,,,,,,,,,,,,
Neuron,chr1,229474590,229475638,2075005,2075013,chr1:229474590-229475638,8CpGs,1048bp,0.285,0.903,0.618,intron,CCSAP,,,,,,,,,,,,,
