source,pmid,type,details,chr,start,end
episcores,35023833,model,cg03411579,12,76552736,76552736
episcores,35023833,model,cg03507593,12,124939480,124939480
episcores,35023833,model,cg04366687,8,145107199,145107199
episcores,35023833,model,cg04468741,11,12181467,12181467
episcores,35023833,model,cg04518985,8,27476203,27476203
episcores,35023833,model,cg04657768,10,133947292,133947292
episcores,35023833,model,cg04945388,2,232573881,232573881
episcores,35023833,model,cg04996523,1,60392461,60392461
episcores,35023833,model,cg05242065,2,85060011,85060011
episcores,35023833,model,cg05358715,16,89724297,89724297
episcores,35023833,model,cg05501357,11,33308269,33308269
episcores,35023833,model,cg05575921,5,373378,373378
episcores,35023833,model,cg05709879,5,141067731,141067731
episcores,35023833,model,cg06028804,8,22006379,22006379
episcores,35023833,model,cg06133392,21,47803511,47803511
episcores,35023833,model,cg06405206,17,47652804,47652804
episcores,35023833,model,cg06528340,1,1602685,1602685
episcores,35023833,model,cg06572849,11,45354316,45354316
episcores,35023833,model,cg06760077,2,119068497,119068497
episcores,35023833,model,cg06837426,5,54281271,54281271
episcores,35023833,model,cg07031070,6,28543670,28543670
episcores,35023833,model,cg07091392,4,170533728,170533728
episcores,35023833,model,cg07213264,1,183113763,183113763
episcores,35023833,model,cg07794010,1,114665617,114665617
episcores,35023833,model,cg07915730,12,3371890,3371890
episcores,35023833,model,cg07924892,18,33767215,33767215
episcores,35023833,model,cg08240881,13,112333627,112333627
episcores,35023833,model,cg08287220,7,99332914,99332914
episcores,35023833,model,cg08376310,11,2858621,2858621
episcores,35023833,model,cg08935410,12,3322888,3322888
episcores,35023833,model,cg09030852,4,170629768,170629768
episcores,35023833,model,cg09123368,10,118899024,118899024
episcores,35023833,model,cg09163035,17,37054726,37054726
episcores,35023833,model,cg09248345,1,165325553,165325553
episcores,35023833,model,cg09518270,1,211308115,211308115
episcores,35023833,model,cg09548084,6,8436218,8436218
episcores,35023833,model,cg09590193,11,105947389,105947389
episcores,35023833,model,cg09809720,5,162886885,162886885
episcores,35023833,model,cg09882128,10,23727984,23727984
episcores,35023833,model,cg10045909,16,31075842,31075842
episcores,35023833,model,cg10195814,12,10560602,10560602
episcores,35023833,model,cg10311104,7,23053899,23053899
episcores,35023833,model,cg10471929,4,3871858,3871858
episcores,35023833,model,cg10518543,12,38710700,38710700
episcores,35023833,model,cg10624395,11,110350574,110350574
episcores,35023833,model,cg10649130,11,9682641,9682641
episcores,35023833,model,cg10770662,6,46890102,46890102
episcores,35023833,model,cg11231069,2,240225142,240225142
episcores,35023833,model,cg11555645,11,131787581,131787581
episcores,35023833,model,cg12242338,3,140397089,140397089
episcores,35023833,model,cg12550597,19,17664484,17664484
episcores,35023833,model,cg12802093,7,129399249,129399249
episcores,35023833,model,cg12929678,18,67624393,67624393
episcores,35023833,model,cg13009662,5,127419527,127419527
episcores,35023833,model,cg13066481,3,123372199,123372199
episcores,35023833,model,cg13677111,13,37574825,37574825
episcores,35023833,model,cg13752933,9,90114755,90114755
episcores,35023833,model,cg14109551,6,118903047,118903047
episcores,35023833,model,cg14225168,9,139403827,139403827
episcores,35023833,model,cg14457610,3,69171735,69171735
episcores,35023833,model,cg14522441,5,140582125,140582125
episcores,35023833,model,cg14838086,6,31671273,31671273
episcores,35023833,model,cg15164708,19,49936274,49936274
episcores,35023833,model,cg15563184,6,33228498,33228498
episcores,35023833,model,cg15708127,1,224914799,224914799
episcores,35023833,model,cg15899913,6,168482906,168482906
episcores,35023833,model,cg16030510,17,34195902,34195902
episcores,35023833,model,cg16155175,7,128550946,128550946
episcores,35023833,model,cg16254746,6,30698843,30698843
episcores,35023833,model,cg16330247,2,5834638,5834638
episcores,35023833,model,cg16434190,11,64642144,64642144
episcores,35023833,model,cg16822174,12,19635946,19635946
episcores,35023833,model,cg16994330,15,102501652,102501652
episcores,35023833,model,cg17735983,19,59074482,59074482
episcores,35023833,model,cg17827328,1,36817299,36817299
episcores,35023833,model,cg17913259,3,44771113,44771113
episcores,35023833,model,cg18315708,14,21673796,21673796
episcores,35023833,model,cg18384460,1,63771428,63771428
episcores,35023833,model,cg18748374,17,27482619,27482619
episcores,35023833,model,cg18878992,17,43974344,43974344
episcores,35023833,model,cg19105674,13,114305226,114305226
episcores,35023833,model,cg20415170,5,95298066,95298066
episcores,35023833,model,cg20419542,6,116726587,116726587
episcores,35023833,model,cg20977312,5,172748917,172748917
episcores,35023833,model,cg21615127,1,20126875,20126875
episcores,35023833,model,cg22055337,3,66446342,66446342
episcores,35023833,model,cg22513955,17,1665123,1665123
episcores,35023833,model,cg22716262,10,28419523,28419523
episcores,35023833,model,cg22909083,8,6875661,6875661
episcores,35023833,model,cg23205183,12,8216109,8216109
episcores,35023833,model,cg23609571,14,70655845,70655845
episcores,35023833,model,cg23849965,10,51564816,51564816
episcores,35023833,model,cg23874611,19,667454,667454
episcores,35023833,model,cg24254206,19,46196934,46196934
episcores,35023833,model,cg24455236,17,40824361,40824361
episcores,35023833,model,cg24822825,3,120026258,120026258
episcores,35023833,model,cg24880387,10,116698451,116698451
episcores,35023833,model,cg24921943,5,171847617,171847617
episcores,35023833,model,cg25174111,11,65631880,65631880
episcores,35023833,model,cg25323809,19,34663190,34663190
episcores,35023833,model,cg25359292,5,132388457,132388457
episcores,35023833,model,cg25809434,19,8201264,8201264
episcores,35023833,model,cg26102082,17,47590272,47590272
episcores,35023833,model,cg26230601,3,194072216,194072216
episcores,35023833,model,cg26326621,14,77332983,77332983
episcores,35023833,model,cg26490758,10,3372937,3372937
episcores,35023833,model,cg27078727,12,68046905,68046905
episcores,35023833,model,cg27120488,2,208047873,208047873
episcores,35023833,model,cg27361847,5,2865179,2865179
episcores,35023833,model,cg27405128,15,58540402,58540402
episcores,35023833,model,cg27431247,11,67888603,67888603
episcores,35023833,model,cg27601809,11,72091020,72091020
episcores,35023833,model,ch.14.1488981R,14,93077342,93077342
episcores,35023833,model,ch.5.1906008F,5,103300577,103300577
episcores,35023833,model,cg00129811,6,116726398,116726398
episcores,35023833,model,cg00908271,16,81254010,81254010
episcores,35023833,model,cg01502116,4,134017922,134017922
episcores,35023833,model,cg02718966,3,42846970,42846970
episcores,35023833,model,cg02816363,19,55963123,55963123
episcores,35023833,model,cg02892925,8,60032926,60032926
episcores,35023833,model,cg02987199,21,47434002,47434002
episcores,35023833,model,cg02991571,13,28501126,28501126
episcores,35023833,model,cg03411579,12,76552736,76552736
episcores,35023833,model,cg03507593,12,124939480,124939480
episcores,35023833,model,cg03547181,1,203096683,203096683
episcores,35023833,model,cg03807873,6,168597599,168597599
episcores,35023833,model,cg04781741,7,151826130,151826130
episcores,35023833,model,cg04988978,17,56359578,56359578
episcores,35023833,model,cg05008854,10,7825899,7825899
episcores,35023833,model,cg05358715,16,89724297,89724297
episcores,35023833,model,cg05501357,11,33308269,33308269
episcores,35023833,model,cg05540569,17,37093398,37093398
episcores,35023833,model,cg05575921,5,373378,373378
episcores,35023833,model,cg05576795,5,173617174,173617174
episcores,35023833,model,cg06019726,5,133897654,133897654
episcores,35023833,model,cg06028804,8,22006379,22006379
episcores,35023833,model,cg06405206,17,47652804,47652804
episcores,35023833,model,cg06521852,22,38141419,38141419
episcores,35023833,model,cg06760077,2,119068497,119068497
episcores,35023833,model,cg06762176,7,38398839,38398839
episcores,35023833,model,cg07211044,8,60032983,60032983
episcores,35023833,model,cg07672814,9,140356830,140356830
episcores,35023833,model,cg07794010,1,114665617,114665617
episcores,35023833,model,cg08251776,16,58767249,58767249
episcores,35023833,model,cg08287220,7,99332914,99332914
episcores,35023833,model,cg08376310,11,2858621,2858621
episcores,35023833,model,cg08683938,11,133098424,133098424
episcores,35023833,model,cg08825291,16,16327241,16327241
episcores,35023833,model,cg09308942,12,91573372,91573372
episcores,35023833,model,cg09452568,5,54275198,54275198
episcores,35023833,model,cg09809720,5,162886885,162886885
episcores,35023833,model,cg10045909,16,31075842,31075842
episcores,35023833,model,cg10195814,12,10560602,10560602
episcores,35023833,model,cg10311104,7,23053899,23053899
episcores,35023833,model,cg10624395,11,110350574,110350574
episcores,35023833,model,cg10649130,11,9682641,9682641
episcores,35023833,model,cg11231069,2,240225142,240225142
episcores,35023833,model,cg11820833,14,65187054,65187054
episcores,35023833,model,cg12458039,7,210075,210075
episcores,35023833,model,cg12513920,5,107717972,107717972
episcores,35023833,model,cg12550597,19,17664484,17664484
episcores,35023833,model,cg12802093,7,129399249,129399249
episcores,35023833,model,cg12991306,8,27941405,27941405
episcores,35023833,model,cg13112903,1,153508542,153508542
episcores,35023833,model,cg13209683,12,124105429,124105429
episcores,35023833,model,cg13308137,11,47528955,47528955
episcores,35023833,model,cg13677111,13,37574825,37574825
episcores,35023833,model,cg13824242,9,135906390,135906390
episcores,35023833,model,cg13910681,9,130740599,130740599
episcores,35023833,model,cg13984040,12,125258948,125258948
episcores,35023833,model,cg14225168,9,139403827,139403827
episcores,35023833,model,cg14457610,3,69171735,69171735
episcores,35023833,model,cg14522441,5,140582125,140582125
episcores,35023833,model,cg14676817,1,39457257,39457257
episcores,35023833,model,cg14723918,6,31763435,31763435
episcores,35023833,model,cg15021031,5,146333034,146333034
episcores,35023833,model,cg15431576,10,99393007,99393007
episcores,35023833,model,cg15563184,6,33228498,33228498
episcores,35023833,model,cg15620734,10,134171782,134171782
episcores,35023833,model,cg16138910,1,11562134,11562134
episcores,35023833,model,cg16155175,7,128550946,128550946
episcores,35023833,model,cg16400794,1,27709850,27709850
episcores,35023833,model,cg16434190,11,64642144,64642144
episcores,35023833,model,cg16599007,12,121647205,121647205
episcores,35023833,model,cg17132030,19,17599784,17599784
episcores,35023833,model,cg17592120,1,43920261,43920261
episcores,35023833,model,cg17827328,1,36817299,36817299
episcores,35023833,model,cg17901584,1,55353706,55353706
episcores,35023833,model,cg18315708,14,21673796,21673796
episcores,35023833,model,cg18384460,1,63771428,63771428
episcores,35023833,model,cg18596626,4,132645884,132645884
episcores,35023833,model,cg18636319,4,26492206,26492206
episcores,35023833,model,cg18748374,17,27482619,27482619
episcores,35023833,model,cg19600125,5,16711165,16711165
episcores,35023833,model,cg19873491,4,187065950,187065950
episcores,35023833,model,cg20059928,15,40361485,40361485
episcores,35023833,model,cg20415170,5,95298066,95298066
episcores,35023833,model,cg20977312,5,172748917,172748917
episcores,35023833,model,cg21331947,6,36720936,36720936
episcores,35023833,model,cg21520549,2,36589883,36589883
episcores,35023833,model,cg21615127,1,20126875,20126875
episcores,35023833,model,cg21625386,4,20985696,20985696
episcores,35023833,model,cg22434506,12,6657818,6657818
episcores,35023833,model,cg23045258,2,228029046,228029046
episcores,35023833,model,cg23391288,13,49366203,49366203
episcores,35023833,model,cg23597162,7,28102341,28102341
episcores,35023833,model,cg23609571,14,70655845,70655845
episcores,35023833,model,cg26130864,20,3208100,3208100
episcores,35023833,model,cg26326621,14,77332983,77332983
episcores,35023833,model,cg26884775,15,77906127,77906127
episcores,35023833,model,cg26953469,10,31872296,31872296
episcores,35023833,model,cg27050612,17,46133198,46133198
episcores,35023833,model,cg27405128,15,58540402,58540402
episcores,35023833,model,ch.14.1488981R,14,93077342,93077342
episcores,35023833,model,cg00129811,6,116726398,116726398
episcores,35023833,model,cg00152126,10,126744846,126744846
episcores,35023833,model,cg00419333,16,69458555,69458555
episcores,35023833,model,cg00751937,12,95397187,95397187
episcores,35023833,model,cg00971034,14,101311744,101311744
episcores,35023833,model,cg01078446,12,115113212,115113212
episcores,35023833,model,cg01148088,2,7057227,7057227
episcores,35023833,model,cg01203153,5,180643432,180643432
episcores,35023833,model,cg01272202,5,112716899,112716899
episcores,35023833,model,cg01511480,12,6471251,6471251
episcores,35023833,model,cg01541629,5,6633111,6633111
episcores,35023833,model,cg01901332,11,75031054,75031054
episcores,35023833,model,cg02083319,5,176929430,176929430
episcores,35023833,model,cg02347487,11,7059103,7059103
episcores,35023833,model,cg02585745,13,114115018,114115018
episcores,35023833,model,cg02816363,19,55963123,55963123
episcores,35023833,model,cg02892925,8,60032926,60032926
episcores,35023833,model,cg03143365,19,12777903,12777903
episcores,35023833,model,cg03250220,2,110970097,110970097
episcores,35023833,model,cg03375579,4,174293063,174293063
episcores,35023833,model,cg03411579,12,76552736,76552736
episcores,35023833,model,cg03507593,12,124939480,124939480
episcores,35023833,model,cg03547181,1,203096683,203096683
episcores,35023833,model,cg03636183,19,17000585,17000585
episcores,35023833,model,cg03638795,11,416499,416499
episcores,35023833,model,cg03721362,5,126626298,126626298
episcores,35023833,model,cg03807873,6,168597599,168597599
episcores,35023833,model,cg03810198,17,74679597,74679597
episcores,35023833,model,cg03877020,6,31762680,31762680
episcores,35023833,model,cg04294331,6,32133978,32133978
episcores,35023833,model,cg04468741,11,12181467,12181467
episcores,35023833,model,cg04771248,7,157072050,157072050
episcores,35023833,model,cg04928129,16,1429051,1429051
episcores,35023833,model,cg05144928,16,68481543,68481543
episcores,35023833,model,cg05178136,11,133584569,133584569
episcores,35023833,model,cg05290904,1,205091401,205091401
episcores,35023833,model,cg05358715,16,89724297,89724297
episcores,35023833,model,cg05575921,5,373378,373378
episcores,35023833,model,cg05697751,12,12710735,12710735
episcores,35023833,model,cg05997730,11,1036727,1036727
episcores,35023833,model,cg06014307,13,112728576,112728576
episcores,35023833,model,cg06078830,2,26986550,26986550
episcores,35023833,model,cg06837426,5,54281271,54281271
episcores,35023833,model,cg06992846,8,126448837,126448837
episcores,35023833,model,cg07434082,13,111839104,111839104
episcores,35023833,model,cg07573872,19,1126342,1126342
episcores,35023833,model,cg07672814,9,140356830,140356830
episcores,35023833,model,cg07794010,1,114665617,114665617
episcores,35023833,model,cg07924892,18,33767215,33767215
episcores,35023833,model,cg07990658,16,89202571,89202571
episcores,35023833,model,cg08376310,11,2858621,2858621
episcores,35023833,model,cg08713695,1,36567252,36567252
episcores,35023833,model,cg08825200,3,178984841,178984841
episcores,35023833,model,cg08825291,16,16327241,16327241
episcores,35023833,model,cg08836353,19,33361317,33361317
episcores,35023833,model,cg09000112,5,107007565,107007565
episcores,35023833,model,cg09123368,10,118899024,118899024
episcores,35023833,model,cg09163117,2,239148697,239148697
episcores,35023833,model,cg09323728,8,95962352,95962352
episcores,35023833,model,cg09509622,20,16555633,16555633
episcores,35023833,model,cg09548084,6,8436218,8436218
episcores,35023833,model,cg10420542,2,242853946,242853946
episcores,35023833,model,cg10518543,12,38710700,38710700
episcores,35023833,model,cg10649130,11,9682641,9682641
episcores,35023833,model,cg10676309,5,137685565,137685565
episcores,35023833,model,cg10716862,1,65674876,65674876
episcores,35023833,model,cg10815657,19,289902,289902
episcores,35023833,model,cg10889506,7,33149117,33149117
episcores,35023833,model,cg10927968,11,1807333,1807333
episcores,35023833,model,cg11227064,8,6479776,6479776
episcores,35023833,model,cg11231069,2,240225142,240225142
episcores,35023833,model,cg11290286,5,178043484,178043484
episcores,35023833,model,cg11523685,1,41157828,41157828
episcores,35023833,model,cg12535380,12,109491236,109491236
episcores,35023833,model,cg12705326,1,6158691,6158691
episcores,35023833,model,cg12802093,7,129399249,129399249
episcores,35023833,model,cg13066481,3,123372199,123372199
episcores,35023833,model,cg13105234,4,1550473,1550473
episcores,35023833,model,cg13209683,12,124105429,124105429
episcores,35023833,model,cg13380319,7,78600265,78600265
episcores,35023833,model,cg13442016,10,104196339,104196339
episcores,35023833,model,cg13472610,21,40174791,40174791
episcores,35023833,model,cg13984040,12,125258948,125258948
episcores,35023833,model,cg14010318,13,79182622,79182622
episcores,35023833,model,cg14022881,6,32811495,32811495
episcores,35023833,model,cg14181874,2,12994394,12994394
episcores,35023833,model,cg14238625,19,55325451,55325451
episcores,35023833,model,cg14324927,4,48343333,48343333
episcores,35023833,model,cg14498492,10,76995113,76995113
episcores,35023833,model,cg14522441,5,140582125,140582125
episcores,35023833,model,cg14528056,1,155194782,155194782
episcores,35023833,model,cg14723918,6,31763435,31763435
episcores,35023833,model,cg14827056,8,141550539,141550539
episcores,35023833,model,cg14971574,12,1478761,1478761
episcores,35023833,model,cg15407819,19,41062024,41062024
episcores,35023833,model,cg15604233,1,1310715,1310715
episcores,35023833,model,cg16007742,11,62066669,62066669
episcores,35023833,model,cg16288872,1,205745761,205745761
episcores,35023833,model,cg16476235,8,21771668,21771668
episcores,35023833,model,cg16599007,12,121647205,121647205
episcores,35023833,model,cg16725094,2,7057153,7057153
episcores,35023833,model,cg16770933,6,28832053,28832053
episcores,35023833,model,cg17350544,2,206197930,206197930
episcores,35023833,model,cg17835016,13,113784082,113784082
episcores,35023833,model,cg17891977,10,133449715,133449715
episcores,35023833,model,cg18111924,5,111015539,111015539
episcores,35023833,model,cg18384460,1,63771428,63771428
episcores,35023833,model,cg18496502,19,42880157,42880157
episcores,35023833,model,cg18748374,17,27482619,27482619
episcores,35023833,model,cg19065106,12,53722177,53722177
episcores,35023833,model,cg19105674,13,114305226,114305226
episcores,35023833,model,cg19398496,6,26323437,26323437
episcores,35023833,model,cg19575244,6,157094085,157094085
episcores,35023833,model,cg19750882,13,41885152,41885152
episcores,35023833,model,cg19929123,11,74699922,74699922
episcores,35023833,model,cg19958890,3,63637558,63637558
episcores,35023833,model,cg20059928,15,40361485,40361485
episcores,35023833,model,cg20069977,17,8480112,8480112
episcores,35023833,model,cg20371266,2,233390781,233390781
episcores,35023833,model,cg20419542,6,116726587,116726587
episcores,35023833,model,cg20472746,13,42039334,42039334
episcores,35023833,model,cg20522387,3,61548172,61548172
episcores,35023833,model,cg21128569,2,176956396,176956396
episcores,35023833,model,cg21158781,9,82299929,82299929
episcores,35023833,model,cg21348975,12,48724119,48724119
episcores,35023833,model,cg21429551,7,30635762,30635762
episcores,35023833,model,cg21865762,12,52060551,52060551
episcores,35023833,model,cg22051865,11,73019002,73019002
episcores,35023833,model,cg22406469,22,37882970,37882970
episcores,35023833,model,cg22607220,19,2481267,2481267
episcores,35023833,model,cg22766080,22,29875784,29875784
episcores,35023833,model,cg22946979,5,138625832,138625832
episcores,35023833,model,cg22974210,3,123171194,123171194
episcores,35023833,model,cg23050227,8,112241152,112241152
episcores,35023833,model,cg23471393,17,79797038,79797038
episcores,35023833,model,cg23911637,15,99979013,99979013
episcores,35023833,model,cg23966363,19,937630,937630
episcores,35023833,model,cg24089263,1,24826421,24826421
episcores,35023833,model,cg24089887,13,74899532,74899532
episcores,35023833,model,cg24161838,10,2544339,2544339
episcores,35023833,model,cg24235613,6,31765083,31765083
episcores,35023833,model,cg24263283,15,59587546,59587546
episcores,35023833,model,cg24543939,5,53952507,53952507
episcores,35023833,model,cg24690427,22,35821722,35821722
episcores,35023833,model,cg24822825,3,120026258,120026258
episcores,35023833,model,cg25189904,1,68299493,68299493
episcores,35023833,model,cg25197238,1,18335878,18335878
episcores,35023833,model,cg25208740,15,42780090,42780090
episcores,35023833,model,cg26102082,17,47590272,47590272
episcores,35023833,model,cg26180383,8,129061048,129061048
episcores,35023833,model,cg26385126,12,124912021,124912021
episcores,35023833,model,cg26600753,5,180622446,180622446
episcores,35023833,model,cg26791266,16,74735780,74735780
episcores,35023833,model,cg26953469,10,31872296,31872296
episcores,35023833,model,cg27050612,17,46133198,46133198
episcores,35023833,model,cg27625815,8,8195300,8195300
episcores,35023833,model,ch.1.171672612F,1,173405989,173405989
episcores,35023833,model,ch.2.219167520R,2,219459276,219459276
episcores,35023833,model,ch.6.614588F,6,24874614,24874614
hdl,30257690,model,cg08461397,16,69220726,69220726
hdl,30257690,model,cg03966449,16,87812848,87812848
hdl,30257690,model,cg00574958,11,68607622,68607622
hdl,30257690,model,cg03819713,6,32764987,32764987
hdl,30257690,model,cg17901584,1,55353706,55353706
hdl,30257690,model,cg06933816,16,70698146,70698146
hdl,30257690,model,cg21420474,6,157745271,157745271
hdl,30257690,model,cg25732961,17,7755877,7755877
hdl,30257690,model,cg15107724,1,36054124,36054124
hdl,30257690,model,cg05484949,17,38708465,38708465
hdl,30257690,model,cg08577384,10,30024811,30024811
hdl,30257690,model,cg12437873,11,58910158,58910158
hdl,30257690,model,cg20396385,7,1855709,1855709
hdl,30257690,model,cg02075454,13,111364916,111364916
hdl,30257690,model,cg02311374,16,31383136,31383136
hdl,30257690,model,cg06767142,11,63821400,63821400
hdl,30257690,model,cg11082362,14,36003181,36003181
hdl,30257690,model,cg20493718,17,80202979,80202979
hdl,30257690,model,cg00467244,8,142428240,142428240
hdl,30257690,model,cg03477609,2,242815321,242815321
hdl,30257690,model,cg24730871,19,19516902,19516902
hdl,30257690,model,cg04330884,10,126339578,126339578
hdl,30257690,model,cg13676763,9,129262204,129262204
hdl,30257690,model,cg10166888,11,111741914,111741914
hdl,30257690,model,cg01930746,2,10950511,10950511
hdl,30257690,model,cg23839792,6,139094905,139094905
hdl,30257690,model,cg02071579,16,88550450,88550450
hdl,30257690,model,cg06572420,5,175621395,175621395
hdl,30257690,model,cg24002003,15,101668143,101668143
hdl,30257690,model,cg15037541,5,3394498,3394498
hdl,30257690,model,cg27106643,18,77257352,77257352
hdl,30257690,model,cg22171829,7,95225520,95225520
hdl,30257690,model,cg05119988,4,166251189,166251189
hdl,30257690,model,cg00948664,3,48935316,48935316
hdl,30257690,model,cg22911054,11,68603379,68603379
hdl,30257690,model,cg14559212,2,9983052,9983052
hdl,30257690,model,cg22078869,5,134241244,134241244
hdl,30257690,model,cg22381454,19,11199903,11199903
hdl,30257690,model,cg04301102,5,132113141,132113141
hdl,30257690,model,cg25360929,19,55677719,55677719
hdl,30257690,model,cg14483667,9,96010087,96010087
hdl,30257690,model,cg15996284,7,156296906,156296906
hdl,30257690,model,cg22017213,4,86851225,86851225
hdl,30257690,model,cg14541582,5,601475,601475
hdl,30257690,model,cg20625334,2,152991620,152991620
hdl,30257690,model,cg13691961,12,89743281,89743281
hdl,30257690,model,cg22521333,19,4652251,4652251
hdl,30257690,model,cg22365240,2,105374995,105374995
hdl,30257690,model,cg16268380,15,81294324,81294324
hdl,30257690,model,cg05295703,2,102895712,102895712
hdl,30257690,model,cg13883671,8,144965812,144965812
hdl,30257690,model,cg27172745,16,88105698,88105698
hdl,30257690,model,cg26800462,16,1832551,1832551
hdl,30257690,model,cg19865525,2,228029856,228029856
hdl,30257690,model,cg08186900,6,30182518,30182518
hdl,30257690,model,cg26360402,14,105973994,105973994
hdl,30257690,model,cg17730048,17,26577563,26577563
hdl,30257690,model,cg17662369,5,179333958,179333958
hdl,30257690,model,cg21715431,19,8601423,8601423
hdl,30257690,model,cg24612420,17,40075182,40075182
hdl,30257690,model,cg22511877,2,1942942,1942942
hdl,30257690,model,cg08854185,16,90077956,90077956
hdl,30257690,model,cg26033520,10,74004071,74004071
hdl,30257690,model,cg23418671,10,134671250,134671250
hdl,30257690,model,cg06891164,14,105451249,105451249
hdl,30257690,model,cg03208951,19,48828835,48828835
hdl,30257690,model,cg07387931,3,140785160,140785160
hdl,30257690,model,cg13676787,1,179051132,179051132
hdl,30257690,model,cg17124478,6,14284182,14284182
hdl,30257690,model,cg14613607,9,139333683,139333683
hdl,30257690,model,cg07814318,15,31624584,31624584
hdl,30257690,model,cg05502081,16,58549679,58549679
hdl,30257690,model,cg16937778,2,219858247,219858247
hdl,30257690,model,cg06064964,20,62199181,62199181
hdl,30257690,model,cg27243685,21,43642366,43642366
hdl,30257690,model,cg08093226,3,48754594,48754594
hdl,30257690,model,cg19881557,14,20967426,20967426
hdl,30257690,model,cg26247263,6,118972830,118972830
hdl,30257690,model,cg09331632,6,111303308,111303308
hdl,30257690,model,cg05982460,16,3211519,3211519
hdl,30257690,model,cg18615457,14,45719962,45719962
hdl,30257690,model,cg22488164,12,14716910,14716910
hdl,30257690,model,cg24166814,2,56067277,56067277
hdl,30257690,model,cg26355072,5,141674679,141674679
hdl,30257690,model,cg08317834,8,26148868,26148868
hdl,30257690,model,cg08989932,10,65390526,65390526
hdl,30257690,model,cg20432181,1,11780001,11780001
hdl,30257690,model,cg18004262,3,126076475,126076475
hdl,30257690,model,cg06500161,21,43656587,43656587
il6,33595649,model,cg26144437,1,145474469,145474469
il6,33595649,model,cg03076319,2,238395764,238395764
il6,33595649,model,cg05575921,5,373378,373378
il6,33595649,model,cg21368161,7,1596136,1596136
il6,33595649,model,cg04642923,11,33398366,33398366
il6,33595649,model,cg21123519,14,69095679,69095679
il6,33595649,model,cg04583842,16,88103117,88103117
il6,33595649,model,cg16357224,16,86530053,86530053
il6,33595649,model,cg24455236,17,40824361,40824361
il6,33595649,model,cg25323809,19,34663190,34663190
il6,33595649,model,cg03885055,1,16723232,16723232
il6,33595649,model,cg17412005,1,45806886,45806886
il6,33595649,model,cg19638572,1,206733139,206733139
il6,33595649,model,cg04921989,2,132183100,132183100
il6,33595649,model,cg14965639,2,48795994,48795994
il6,33595649,model,cg04381957,3,16550461,16550461
il6,33595649,model,cg20789595,3,123063477,123063477
il6,33595649,model,cg24935598,3,193921489,193921489
il6,33595649,model,cg26230601,3,194072216,194072216
il6,33595649,model,cg16508480,5,5139874,5139874
il6,33595649,model,cg12503394,7,1596118,1596118
il6,33595649,model,cg18925601,7,158752715,158752715
il6,33595649,model,cg19584649,7,158607898,158607898
il6,33595649,model,cg03245734,8,108510096,108510096
il6,33595649,model,cg04366687,8,145107199,145107199
il6,33595649,model,cg14044707,9,132628998,132628998
il6,33595649,model,cg25250132,10,43704423,43704423
il6,33595649,model,cg04468741,11,12181467,12181467
il6,33595649,model,cg23729763,11,129991544,129991544
il6,33595649,model,cg10195814,12,10560602,10560602
il6,33595649,model,cg03998636,13,111210121,111210121
il6,33595649,model,cg00768409,15,83954392,83954392
il6,33595649,model,cg20059928,15,40361485,40361485
il6,33595649,model,cg04928129,16,1429051,1429051
il6,33595649,model,cg12929678,18,67624393,67624393
lead,31636367,model,cg23087931,1,19467440,19467440
lead,31636367,model,cg23931558,1,26126460,26126460
lead,31636367,model,cg09178385,1,35246759,35246759
lead,31636367,model,cg06436673,1,163074088,163074088
lead,31636367,model,cg16520800,1,202936341,202936341
lead,31636367,model,cg01815833,1,231474257,231474257
lead,31636367,model,cg08421126,2,43019854,43019854
lead,31636367,model,cg03591798,2,73404524,73404524
lead,31636367,model,cg12153668,2,175560836,175560836
lead,31636367,model,cg14762973,2,187714068,187714068
lead,31636367,model,cg10042319,2,232394971,232394971
lead,31636367,model,cg16944026,2,242678841,242678841
lead,31636367,model,cg23483656,3,64430634,64430634
lead,31636367,model,cg08069883,3,72081820,72081820
lead,31636367,model,cg13257129,3,127109560,127109560
lead,31636367,model,cg20922251,3,150421865,150421865
lead,31636367,model,cg02631879,5,5423457,5423457
lead,31636367,model,cg18598900,5,122372884,122372884
lead,31636367,model,cg04276508,6,50819054,50819054
lead,31636367,model,cg15081825,6,119105122,119105122
lead,31636367,model,cg00056541,6,164288623,164288623
lead,31636367,model,cg16978871,7,139026114,139026114
lead,31636367,model,cg23832388,7,156833815,156833815
lead,31636367,model,cg25566285,7,158114605,158114605
lead,31636367,model,cg12063795,8,145562113,145562113
lead,31636367,model,cg15739944,9,99212660,99212660
lead,31636367,model,cg13807056,9,138157475,138157475
lead,31636367,model,cg13463245,9,140042657,140042657
lead,31636367,model,cg07764113,10,10684863,10684863
lead,31636367,model,cg21371809,10,14052028,14052028
lead,31636367,model,cg02493604,10,54073445,54073445
lead,31636367,model,cg26070426,10,59388601,59388601
lead,31636367,model,cg10845249,10,61469980,61469980
lead,31636367,model,cg11888571,10,102027403,102027403
lead,31636367,model,cg24915508,10,134647082,134647082
lead,31636367,model,cg15825186,11,46354803,46354803
lead,31636367,model,cg04338871,11,70002333,70002333
lead,31636367,model,cg14727952,11,102218358,102218358
lead,31636367,model,cg26234034,11,114271198,114271198
lead,31636367,model,cg12903529,12,65277488,65277488
lead,31636367,model,cg18207091,14,58862965,58862965
lead,31636367,model,cg13251292,14,94790112,94790112
lead,31636367,model,cg13415073,15,53095823,53095823
