chr,pos,id,obs.ct,hudson.fst,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,end,start,cpg,ancestry
10,68458528,.,347,0.33343,10_68458528,8.88625,6.3205e-19,-0.8870684,cg10001172,0.985040892427518,68458528,68458528,cg10001172,PEL
19,55174862,.,347,0.305747,19_55174862,8.19314,2.54501e-16,0.8648649,cg13647601,0.983442209175497,55174862,55174862,cg13647601,PEL
12,1532621,.,347,0.285696,12_1532621,7.70929,1.26524e-14,0.8038498,cg16017420,0.978409900810761,1532621,1532621,cg16017420,PEL
2,109094770,.,347,0.33524,2_109094770,8.07841,6.5619e-16,0.7314161,cg02713669,0.970396796333266,109094770,109094770,cg02713669,PEL
8,90188448,.,347,0.301555,8_90188448,7.94031,2.01675e-15,0.7275525,cg18476517,0.969873089750708,90188448,90188448,cg18476517,PEL
17,79139709,.,347,0.299153,17_79139709,8.05074,8.22971e-16,0.7055901,cg06789856,0.966659972672754,79139709,79139709,cg06789856,PEL
3,15490481,.,347,0.32263,3_15490481,8.32382,8.51713e-17,-0.6413427,cg16272554,0.95464622242173,15490481,15490481,cg16272554,PEL
16,90051934,.,347,0.308198,16_90051934,8.2967,1.07042e-16,-0.6191276,cg20806274,0.949531223543958,90051934,90051934,cg20806274,PEL
5,1271546,.,347,0.299795,5_1271546,7.56701,3.81912e-14,0.5993638,cg27298526,0.94455797983139,1271546,1271546,cg27298526,PEL
22,44937280,.,347,0.316064,22_44937280,8.12247,4.56787e-16,0.5954982,cg02366587,0.943549943101052,44937280,44937280,cg02366587,PEL
6,30750403,.,347,0.297163,6_30750403,8.12362,4.52475e-16,-0.5912832,cg07906263,0.942364712414209,30750403,30750403,cg07906263,PEL
6,30119150,.,347,0.293645,6_30119150,8.02693,9.99439e-16,-0.5571434,cg06893296,0.931855141971736,30119150,30119150,cg06893296,PEL
7,139113,.,347,0.300631,7_139113,7.81953,5.30206e-15,0.5567391,cg02802289,0.931709449163054,139113,139113,cg02802289,PEL
11,65896135,.,347,0.330088,11_65896135,8.35288,6.66201e-17,0.5551342,cg17712092,0.931146366145716,65896135,65896135,cg17712092,PEL
19,2274360,.,347,0.334834,19_2274360,8.32376,8.52154e-17,0.5496874,cg08399733,0.929358676006757,2274360,2274360,cg08399733,PEL
13,51222707,.,347,0.28329,13_51222707,-7.25694,3.95933e-13,0.544195,cg07691146,0.92734260254608,51222707,51222707,cg07691146,PEL
6,736562,.,347,0.310407,6_736562,8.21549,2.11291e-16,-0.5367196,cg27230118,0.924605940328951,736562,736562,cg27230118,PEL
3,11205433,.,347,0.338884,3_11205433,8.41319,3.99003e-17,-0.5122663,cg21071793,0.914210561547336,11205433,11205433,cg21071793,PEL
2,23639668,.,347,0.296517,2_23639668,7.89008,3.01996e-15,-0.5092973,cg15996406,0.912852074547466,23639668,23639668,cg15996406,PEL
13,20927117,.,347,0.335901,13_20927117,8.40877,4.14318e-17,0.5039618,cg12081946,0.910446174382479,20927117,20927117,cg12081946,PEL
6,30077209,.,347,0.308415,6_30077209,8.29899,1.05001e-16,-0.4763616,cg04768479,0.896534479975114,30077209,30077209,cg04768479,PEL
15,78689081,.,347,0.306535,15_78689081,8.19136,2.58288e-16,-0.4733882,cg12394014,0.894703475757898,78689081,78689081,cg12394014,PEL
13,20550216,.,347,0.319435,13_20550216,7.84531,4.31871e-15,-0.4731865,cg05130518,0.894589284097039,20550216,20550216,cg05130518,PEL
20,46013767,.,347,0.316704,20_46013767,8.272,1.31733e-16,0.4702648,cg09149648,0.892880346827637,46013767,46013767,cg09149648,PEL
16,731292,.,347,0.324856,16_731292,7.89503,2.90247e-15,-0.457947,cg05638439,0.885572080532685,731292,731292,cg05638439,PEL
5,42887920,.,347,0.34133,5_42887920,8.03642,9.24994e-16,0.4569766,cg05839377,0.885024748089258,42887920,42887920,cg05839377,PEL
14,34687411,.,347,0.280151,14_34687411,7.7781,7.36223e-15,0.4543995,cg13828873,0.883433940124193,34687411,34687411,cg13828873,PEL
1,230281014,.,347,0.282841,1_230281014,-7.66692,1.76182e-14,-0.4535197,cg12526197,0.882851168889467,230281014,230281014,cg12526197,PEL
10,73371787,.,347,0.293109,10_73371787,-7.81609,5.4491e-15,0.4522048,cg15838173,0.881953386176509,73371787,73371787,cg15838173,PEL
5,54461387,.,347,0.313681,5_54461387,7.98047,1.45775e-15,0.4433558,cg18373318,0.876322556003134,54461387,54461387,cg18373318,PEL
10,113557893,.,347,0.346821,10_113557893,8.27311,1.30512e-16,0.4430892,cg18833140,0.876121736185762,113557893,113557893,cg18833140,PEL
12,1486266,.,347,0.333551,12_1486266,8.32246,8.61527e-17,-0.4410217,cg15027294,0.874696309246768,1486266,1486266,cg15027294,PEL
11,119167918,.,347,0.307332,11_119167918,8.18584,2.70402e-16,0.4397748,cg03029752,0.873865466472935,119167918,119167918,cg03029752,PEL
8,41557133,.,347,0.370743,8_41557133,8.53251,1.43203e-17,0.4109403,cg07161603,0.851149201249021,41557133,41557133,cg07161603,PEL
22,40337947,.,347,0.286794,22_40337947,7.79492,6.44491e-15,-0.4103117,cg13370427,0.850570367657772,40337947,40337947,cg13370427,PEL
1,1368763,.,347,0.290629,1_1368763,7.87755,3.3386e-15,0.4077113,cg00968800,0.848203843927563,1368763,1368763,cg00968800,PEL
16,733865,.,347,0.307109,16_733865,7.69797,1.3825e-14,-0.4073011,cg06706068,0.847825830153686,733865,733865,cg06706068,PEL
15,39787541,.,347,0.28538,15_39787541,7.67867,1.60744e-14,0.4064619,cg14428590,0.846987112092897,39787541,39787541,cg14428590,PEL
19,2590864,.,347,0.285568,19_2590864,8.11846,4.72138e-16,-0.4057802,cg23375538,0.84632952563209,2590864,2590864,cg23375538,PEL
13,20724855,.,347,0.35409,13_20724855,8.07495,6.75016e-16,-0.4029238,cg04906043,0.843714930362775,20724855,20724855,cg04906043,PEL
17,38444486,.,347,0.2929,17_38444486,7.74877,9.27834e-15,-0.3987923,cg12210418,0.839863915041404,38444486,38444486,cg12210418,PEL
20,32517147,.,347,0.293132,20_32517147,7.84452,4.34621e-15,0.392648,cg00516092,0.834217334294118,32517147,32517147,cg00516092,PEL
2,131408635,.,347,0.294665,2_131408635,7.48859,6.96175e-14,0.3872522,cg00677195,0.828992081398966,131408635,131408635,cg00677195,PEL
11,10911810,.,347,0.281657,11_10911810,7.99899,1.25448e-15,0.3853672,cg26361436,0.827149264251316,10911810,10911810,cg26361436,PEL
6,30777867,.,347,0.292558,6_30777867,7.99859,1.25855e-15,-0.3799291,cg18796319,0.821384554199694,30777867,30777867,cg18796319,PEL
3,11331883,.,347,0.296702,3_11331883,7.95837,1.74317e-15,-0.3788684,cg24705426,0.820341078678054,11331883,11331883,cg24705426,PEL
16,28473820,.,347,0.328328,16_28473820,8.05214,8.13557e-16,-0.3786928,cg08761264,0.820128445930249,28473820,28473820,cg08761264,PEL
13,20705551,.,347,0.307125,13_20705551,7.54167,4.64008e-14,0.3739152,cg09985351,0.815127638713336,20705551,20705551,cg09985351,PEL
1,230249191,.,347,0.283493,1_230249191,7.71092,1.24917e-14,-0.3721363,cg03961853,0.813210006339606,230249191,230249191,cg03961853,PEL
1,119022152,.,347,0.314534,1_119022152,7.73722,1.01616e-14,0.3678926,cg24053992,0.808748656279163,119022152,119022152,cg24053992,PEL
6,32239274,.,489,0.0719092,6_32239274,5.26263,1.4201e-07,-1.2326759,cg06871764,0.996633314826409,32239274,32239274,cg06871764,PJL
2,6974153,.,489,0.0728096,2_6974153,-4.4738,7.68404e-06,-1.1332877,cg14671000,0.994821998826582,6974153,6974153,cg14671000,PJL
6,32478233,.,489,0.0739131,6_32478233,-4.52631,6.00239e-06,0.8488976,cg15568074,0.982229414984308,32478233,32478233,cg15568074,PJL
5,179565247,.,489,0.0642226,5_179565247,-3.996,6.44211e-05,0.7213817,cg05457628,0.969002870542095,179565247,179565247,cg05457628,PJL
6,32461526,.,489,0.0873601,6_32461526,5.17729,2.25132e-07,0.7065323,cg14323910,0.966809603124914,32461526,32461526,cg14323910,PJL
11,116455969,.,489,0.0681967,11_116455969,-4.42055,9.8448e-06,-0.7022373,cg23149852,0.966132328446718,116455969,116455969,cg23149852,PJL
6,31910944,.,489,0.0619419,6_31910944,5.01602,5.27519e-07,0.594619,cg09889836,0.943325497422812,31910944,31910944,cg09889836,PJL
6,30931418,.,489,0.0656363,6_30931418,5.41141,6.2531e-08,0.5666742,cg05182583,0.93495406738883,30931418,30931418,cg05182583,PJL
6,32242779,.,489,0.0794296,6_32242779,5.49496,3.90804e-08,-0.556972,cg09452510,0.931788202032612,32242779,32242779,cg09452510,PJL
10,11835983,.,489,0.0859599,10_11835983,5.23844,1.61943e-07,-0.5364672,cg08259506,0.924503561598526,11835983,11835983,cg08259506,PJL
6,32310858,.,489,0.0725665,6_32310858,5.13081,2.88505e-07,-0.5346749,cg10023855,0.923818411633374,32310858,32310858,cg10023855,PJL
18,80224224,.,489,0.101552,18_80224224,-5.24203,1.5882e-07,-0.5136211,cg21581129,0.914848459790754,80224224,80224224,cg21581129,PJL
19,1836274,.,489,0.0597805,19_1836274,4.30041,1.70485e-05,-0.4980027,cg07136873,0.907626821652314,1836274,1836274,cg07136873,PJL
6,32242622,.,489,0.0794296,6_32242622,5.49496,3.90804e-08,-0.496416,cg03403720,0.906843230600215,32242622,32242622,cg03403720,PJL
16,11822775,.,489,0.0726241,16_11822775,4.94808,7.49507e-07,-0.4907392,cg08843971,0.904142007174386,11822775,11822775,cg08843971,PJL
7,18359136,.,489,0.0646879,7_18359136,-3.59734,0.000321484,-0.4841596,cg27396284,0.900795010218185,18359136,18359136,cg27396284,PJL
6,31813108,.,489,0.0619419,6_31813108,5.01602,5.27519e-07,-0.4633811,cg26539455,0.888840324619328,31813108,31813108,cg26539455,PJL
20,58881440,.,489,0.0619683,20_58881440,4.55506,5.2371e-06,-0.4578978,cg23159236,0.885528766454428,58881440,58881440,cg23159236,PJL
18,79803334,.,489,0.0588431,18_79803334,4.63896,3.50171e-06,0.4519391,cg10606486,0.881823443941739,79803334,79803334,cg10606486,PJL
7,148302179,.,489,0.0771252,7_148302179,-4.88062,1.05753e-06,-0.4352104,cg03252313,0.870593284742813,148302179,148302179,cg03252313,PJL
10,47307413,.,489,0.0873927,10_47307413,3.85261,0.000116866,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,PJL
6,32242166,.,489,0.0797712,6_32242166,5.39308,6.92582e-08,-0.4248894,cg07984212,0.862560492047929,32242166,32242166,cg07984212,PJL
1,96840195,.,489,0.0871769,1_96840195,-4.7708,1.83497e-06,-0.4209429,cg11230002,0.85952456892648,96840195,96840195,cg11230002,PJL
6,169665798,.,489,0.0583556,6_169665798,-4.2356,2.27942e-05,-0.408122,cg13640297,0.848558231840573,169665798,169665798,cg13640297,PJL
1,230681638,.,489,0.0646119,1_230681638,-4.07156,4.66991e-05,0.4066861,cg07390013,0.847203682484181,230681638,230681638,cg07390013,PJL
10,11850163,.,489,0.0915271,10_11850163,5.35875,8.38004e-08,-0.4043011,cg06421257,0.844817470536583,11850163,11850163,cg06421257,PJL
5,180483138,.,489,0.0698659,5_180483138,4.79564,1.62155e-06,0.4023802,cg13955603,0.843179410849783,180483138,180483138,cg13955603,PJL
19,48702851,.,489,0.0731498,19_48702851,4.86289,1.15687e-06,0.4006188,cg15146515,0.841596478171674,48702851,48702851,cg15146515,PJL
10,11853508,.,489,0.0787608,10_11853508,5.06285,4.13025e-07,-0.3994315,cg17056789,0.840517563858733,11853508,11853508,cg17056789,PJL
6,169332993,.,489,0.0653798,6_169332993,-4.56983,4.88118e-06,0.3926639,cg15038512,0.83423308486803,169332993,169332993,cg15038512,PJL
5,39532471,.,489,0.0639029,5_39532471,-3.97292,7.09974e-05,-0.385353,cg02721947,0.827121700746971,39532471,39532471,cg02721947,PJL
6,31866992,.,489,0.0619419,6_31866992,5.01602,5.27519e-07,-0.3770794,cg22727233,0.818498261530405,31866992,31866992,cg22727233,PJL
14,51301931,.,489,0.0659881,14_51301931,-4.15418,3.26459e-05,-0.3707229,cg22805381,0.811757015896267,51301931,51301931,cg22805381,PJL
4,128757911,.,489,0.0652247,4_128757911,4.82533,1.39769e-06,0.3598873,cg24951893,0.800074027697384,128757911,128757911,cg24951893,PJL
6,32449616,.,489,0.0712605,6_32449616,-4.30606,1.66189e-05,0.358965,cg08009669,0.799010863958356,32449616,32449616,cg08009669,PJL
19,15724930,.,489,0.0606302,19_15724930,4.56812,4.9212e-06,-0.3556727,cg01719577,0.795120472202206,15724930,15724930,cg01719577,PJL
19,15727880,.,489,0.0597387,19_15727880,4.54265,5.55517e-06,-0.3465362,cg03190825,0.784288014994546,15727880,15727880,cg03190825,PJL
4,6918739,.,489,0.0587037,4_6918739,4.40269,1.06919e-05,0.337526,cg06697600,0.773632751743392,6918739,6918739,cg06697600,PJL
15,72794390,.,489,0.0616908,15_72794390,4.71505,2.41653e-06,-0.3256987,cg01955962,0.759933690083832,72794390,72794390,cg01955962,PJL
4,76001835,.,489,0.0715866,4_76001835,4.55219,5.3091e-06,-0.3228445,cg04038163,0.756677258927622,76001835,76001835,cg04038163,PJL
6,32244955,.,489,0.0616413,6_32244955,4.86903,1.12147e-06,0.3146333,cg15046481,0.74789631397194,32244955,32244955,cg15046481,PJL
6,32475655,.,489,0.0670069,6_32475655,-4.31029,1.63039e-05,-0.3110327,cg06793162,0.7439507952071,32475655,32475655,cg06793162,PJL
10,11879273,.,489,0.0621962,10_11879273,4.5433,5.53812e-06,0.3091183,cg06953130,0.741781153650786,11879273,11879273,cg06953130,PJL
6,32617175,.,489,0.0671508,6_32617175,-4.32769,1.50682e-05,-0.3085068,cg04754615,0.741060564894333,32617175,32617175,cg04754615,PJL
6,32625085,.,489,0.0607801,6_32625085,-3.68804,0.000225987,-0.3030264,cg18902440,0.734969030434047,32625085,32625085,cg18902440,PJL
6,169857111,.,489,0.07138,6_169857111,-2.85949,0.00424329,-0.302374,cg07652237,0.734213002886293,169857111,169857111,cg07652237,PJL
1,7501170,.,489,0.162485,1_7501170,4.90275,9.45036e-07,0.3017719,cg24501872,0.733555416425486,7501170,7501170,cg24501872,PJL
12,93039392,.,489,0.0586934,12_93039392,-3.9561,7.61849e-05,0.2996343,cg07240877,0.731098326895286,93039392,93039392,cg07240877,PJL
16,78436394,.,489,0.0650953,16_78436394,4.98092,6.32824e-07,-0.2967267,cg08173834,0.727751329939085,78436394,78436394,cg08173834,PJL
6,169489802,.,489,0.0626874,6_169489802,-4.39083,1.12919e-05,0.2941479,cg16388071,0.724809910261105,169489802,169489802,cg16388071,PJL
17,65153243,.,347,0.192053,17_65153243,-6.51072,7.47914e-11,1.1602495,cg02745045,0.995408707704787,65153243,65153243,cg02745045,PUR
12,113913410,.,347,0.190376,12_113913410,-5.87132,4.32341e-09,0.954656,cg04596060,0.988903720679322,113913410,113913410,cg04596060,PUR
12,113926704,.,347,0.190376,12_113926704,-5.87132,4.32341e-09,0.935694,cg08822715,0.988005937966365,113926704,113926704,cg08822715,PUR
10,68458528,.,347,0.192419,10_68458528,-5.50611,3.66847e-08,-0.8870684,cg10001172,0.985040892427518,68458528,68458528,cg10001172,PUR
1,191475027,.,347,0.229816,1_191475027,-5.87133,4.32307e-09,0.8428789,cg15698851,0.981776585984352,191475027,191475027,cg15698851,PUR
9,5270603,.,347,0.212935,9_5270603,-5.49257,3.96118e-08,-0.8169582,cg02405213,0.979547879775869,5270603,5270603,cg02405213,PUR
22,17113039,.,347,0.177711,22_17113039,-6.16551,7.02584e-10,-0.7831835,cg06707910,0.976448954358774,17113039,17113039,cg06707910,PUR
8,90188448,.,347,0.206189,8_90188448,-6.43889,1.20352e-10,0.7275525,cg18476517,0.969873089750708,90188448,90188448,cg18476517,PUR
6,1515479,.,347,0.195193,6_1515479,-6.20487,5.47428e-10,-0.6824484,cg20584474,0.962820770281817,1515479,1515479,cg20584474,PUR
3,33218930,.,347,0.215051,3_33218930,-7.0165,2.27501e-12,0.6496815,cg02341182,0.956457538421556,33218930,33218930,cg02341182,PUR
10,73884925,.,347,0.228951,10_73884925,-7.32385,2.40964e-13,0.6458594,cg23231163,0.955681822656413,73884925,73884925,cg23231163,PUR
16,90051934,.,347,0.196642,16_90051934,-5.88083,4.08203e-09,-0.6191276,cg20806274,0.949531223543958,90051934,90051934,cg20806274,PUR
8,30902088,.,347,0.186947,8_30902088,-5.44367,5.21931e-08,-0.6114699,cg04927725,0.947562401805016,30902088,30902088,cg04927725,PUR
16,89982826,.,347,0.208365,16_89982826,-6.63742,3.19229e-11,0.6026159,cg00782645,0.945400635535657,89982826,89982826,cg00782645,PUR
5,1271546,.,347,0.215014,5_1271546,-7.0744,1.50097e-12,0.5993638,cg27298526,0.94455797983139,1271546,1271546,cg27298526,PUR
12,130421880,.,347,0.178421,12_130421880,-5.97161,2.3493e-09,-0.5711207,cg15811568,0.93633224260609,130421880,130421880,cg15811568,PUR
10,34119817,.,347,0.179316,10_34119817,6.98322,2.88488e-12,0.5498196,cg19568997,0.92940986537197,34119817,34119817,cg19568997,PUR
5,78370603,.,347,0.257221,5_78370603,-7.35094,1.96822e-13,-0.5491026,cg18281939,0.929142105615473,78370603,78370603,cg18281939,PUR
16,11292011,.,347,0.203801,16_11292011,-7.05614,1.71192e-12,0.5470463,cg00044050,0.928397890998153,11292011,11292011,cg00044050,PUR
2,128288010,.,347,0.177013,2_128288010,-6.53472,6.37304e-11,-0.5448535,cg11014740,0.927590674085187,128288010,128288010,cg11014740,PUR
1,26175975,.,347,0.211421,1_26175975,-6.94806,3.70331e-12,0.5439338,cg08853451,0.927236286172177,26175975,26175975,cg08853451,PUR
8,11954626,.,347,0.184877,8_11954626,-6.56466,5.21514e-11,-0.520816,cg27627215,0.918179706173044,11954626,11954626,cg27627215,PUR
19,2491588,.,347,0.201346,19_2491588,-6.77416,1.2513e-11,-0.5187392,cg12959079,0.917183482373139,2491588,2491588,cg12959079,PUR
3,11205433,.,347,0.249283,3_11205433,-6.87868,6.04092e-12,-0.5122663,cg21071793,0.914210561547336,11205433,11205433,cg21071793,PUR
16,90045425,.,347,0.212573,16_90045425,-6.61223,3.78564e-11,-0.5118316,cg06174989,0.914064868738655,90045425,90045425,cg06174989,PUR
2,23639668,.,347,0.192524,2_23639668,-6.40089,1.54472e-10,-0.5092973,cg15996406,0.912852074547466,23639668,23639668,cg15996406,PUR
13,20927117,.,347,0.203517,13_20927117,-6.53379,6.41239e-11,0.5039618,cg12081946,0.910446174382479,20927117,20927117,cg12081946,PUR
21,44199367,.,347,0.180868,21_44199367,6.54324,6.01999e-11,-0.4978346,cg17383793,0.907536255852323,44199367,44199367,cg17383793,PUR
14,93930574,.,347,0.189566,14_93930574,-6.41607,1.39841e-10,-0.4941438,cg04517524,0.905795817435098,93930574,93930574,cg04517524,PUR
5,76532792,.,347,0.229249,5_76532792,-7.06735,1.57922e-12,-0.4833223,cg08604223,0.900294929496494,76532792,76532792,cg08604223,PUR
10,49564215,.,347,0.219852,10_49564215,-4.60924,4.04143e-06,-0.4824624,cg15490694,0.899853913426971,49564215,49564215,cg15490694,PUR
15,81066796,.,347,0.193576,15_81066796,-6.93953,3.93401e-12,-0.4798212,cg11706226,0.898456049992322,81066796,81066796,cg11706226,PUR
19,44359051,.,347,0.194007,19_44359051,-5.31668,1.05676e-07,0.4776323,cg10646633,0.897318071027213,44359051,44359051,cg10646633,PUR
13,75577401,.,347,0.187153,13_75577401,-6.43557,1.23012e-10,-0.4747844,cg09342320,0.895494942096953,75577401,75577401,cg09342320,PUR
15,78689081,.,347,0.189734,15_78689081,-5.89778,3.68431e-09,-0.4733882,cg12394014,0.894703475757898,78689081,78689081,cg12394014,PUR
20,46013767,.,347,0.195134,20_46013767,-6.18827,6.08282e-10,0.4702648,cg09149648,0.892880346827637,46013767,46013767,cg09149648,PUR
1,22879967,.,347,0.177088,1_22879967,-5.02507,5.03247e-07,0.4681892,cg26671246,0.891639989132104,22879967,22879967,cg26671246,PUR
3,98790386,.,347,0.186131,3_98790386,-5.59307,2.23094e-08,-0.4619287,cg03546619,0.887938604262893,98790386,98790386,cg03546619,PUR
10,113557893,.,347,0.20943,10_113557893,-6.67935,2.40001e-11,0.4430892,cg18833140,0.876121736185762,113557893,113557893,cg18833140,PUR
5,78330933,.,347,0.195338,5_78330933,-6.69836,2.1077e-11,-0.4378212,cg11446398,0.872491228899153,78330933,78330933,cg11446398,PUR
5,134142111,.,347,0.184639,5_134142111,-5.429,5.66718e-08,-0.432703,cg05838553,0.868825282821243,134142111,134142111,cg05838553,PUR
17,8198647,.,347,0.188432,17_8198647,-6.30914,2.80584e-10,0.4319142,cg19697725,0.868167696360436,8198647,8198647,cg19697725,PUR
2,25121595,.,347,0.186502,2_25121595,-6.76741,1.31106e-11,0.42501,cg08030082,0.862678621352266,25121595,25121595,cg08030082,PUR
10,73709333,.,347,0.190838,10_73709333,-6.97151,3.13556e-12,-0.4245635,cg25725418,0.862332108726212,73709333,73709333,cg25725418,PUR
9,16914969,.,347,0.185884,9_16914969,-6.13592,8.4669e-10,-0.423569,cg03291755,0.86159183175237,16914969,16914969,cg03291755,PUR
20,56355493,.,347,0.197211,20_56355493,-6.11859,9.44041e-10,-0.4135039,cg06900404,0.853362156883591,56355493,56355493,cg06900404,PUR
3,186073056,.,347,0.198725,3_186073056,-6.1426,8.11829e-10,0.412742,cg01519765,0.85267700691844,186073056,186073056,cg01519765,PUR
8,41557133,.,347,0.250319,8_41557133,-7.34952,1.98914e-13,0.4109403,cg07161603,0.851149201249021,41557133,41557133,cg07161603,PUR
4,11614892,.,347,0.181252,4_11614892,-6.87802,6.06914e-12,0.4094588,cg23447519,0.849771026031761,11614892,11614892,cg23447519,PUR
15,39787541,.,347,0.194723,15_39787541,-6.47167,9.69285e-11,0.4064619,cg14428590,0.846987112092897,39787541,39787541,cg14428590,PUR
2,231333615,.,2503,0.250023,2_231333615,-7.54016,4.6941e-14,-1.1965948,cg18146074,0.996113545887328,231333615,231333615,cg18146074,SAS
15,64585046,.,2503,0.290921,15_64585046,17.3208,3.28026e-67,-0.9358379,cg05899103,0.98801381325332,64585046,64585046,cg05899103,SAS
15,64670010,.,2503,0.288363,15_64670010,18.7228,3.22905e-78,-0.7432102,cg03791955,0.971920664359208,64670010,64670010,cg03791955,SAS
16,3234176,.,2503,0.272775,16_3234176,21.4785,2.47544e-102,-0.737318,cg06808011,0.971164636811454,3234176,3234176,cg06808011,SAS
11,67311161,.,2503,0.32511,11_67311161,-14.2936,2.40025e-46,0.6771178,cg09190408,0.961863922916691,67311161,67311161,cg09190408,SAS
3,100670495,.,2503,0.261875,3_100670495,-9.86934,5.65336e-23,0.6643337,cg18213440,0.959367456951713,100670495,100670495,cg18213440,SAS
1,245356816,.,2503,0.252472,1_245356816,-11.8458,2.26321e-32,0.638798,cg03130248,0.954024074752224,245356816,245356816,cg03130248,SAS
11,130117205,.,2503,0.259725,11_130117205,-13.902,6.16144e-44,-0.5951266,cg02850715,0.943431813796715,130117205,130117205,cg02850715,SAS
1,171748556,.,2503,0.257791,1_171748556,20.5207,1.40568e-93,-0.5386114,cg20800956,0.925267464433235,171748556,171748556,cg20800956,SAS
2,157247694,.,2503,0.249044,2_157247694,-13.0633,5.33865e-39,0.5141896,cg24576425,0.915159533625507,157247694,157247694,cg24576425,SAS
11,67416021,.,2503,0.333773,11_67416021,-14.5259,8.30849e-48,0.5041718,cg13708910,0.91055642839986,67416021,67416021,cg13708910,SAS
9,137771634,.,2503,0.251711,9_137771634,-5.98238,2.19904e-09,-0.502996,cg27255667,0.909997283026,137771634,137771634,cg27255667,SAS
17,39239948,.,2503,0.248826,17_39239948,-15.2274,2.32756e-52,-0.4983151,cg03013999,0.907792202678385,39239948,39239948,cg03013999,SAS
17,3692978,.,2503,0.257979,17_3692978,19.6339,7.94216e-86,0.4863262,cg13375828,0.901869986887647,3692978,3692978,cg13375828,SAS
16,30560589,.,2503,0.516173,16_30560589,23.7766,5.82721e-125,-0.48377,cg00531865,0.900590252757335,30560589,30560589,cg00531865,SAS
11,130139686,.,2503,0.252271,11_130139686,-14.2364,5.44929e-46,-0.4702511,cg08145723,0.892864596253726,130139686,130139686,cg08145723,SAS
1,151864199,.,2503,0.249509,1_151864199,19.1122,1.99943e-81,0.4619944,cg13249591,0.887977980697672,151864199,151864199,cg13249591,SAS
3,141149873,.,2503,0.310273,3_141149873,18.171,8.75462e-74,0.4578324,cg03914735,0.885485452376171,141149873,141149873,cg03914735,SAS
11,67145937,.,2503,0.288494,11_67145937,-14.3732,7.6185e-47,-0.455911,cg24690094,0.884465602715399,67145937,67145937,cg24690094,SAS
17,60767670,.,2503,0.303474,17_60767670,-8.73955,2.34033e-18,0.4549423,cg15723222,0.883808016254592,60767670,60767670,cg15723222,SAS
2,96836232,.,2503,0.30844,2_96836232,19.3917,9.06455e-84,0.4492032,cg02687352,0.880252324194063,96836232,96836232,cg02687352,SAS
3,100663699,.,2503,0.269928,3_100663699,-9.87893,5.13788e-23,0.448959,cg13709487,0.88007119259408,100663699,100663699,cg13709487,SAS
20,31491531,.,2503,0.252745,20_31491531,-11.8701,1.69224e-32,-0.4413915,cg17116120,0.874956193716309,31491531,31491531,cg17116120,SAS
10,47307413,.,2503,0.379429,10_47307413,20.3525,4.4149e-92,-0.4288771,cg24636477,0.865773609125883,47307413,47307413,cg24636477,SAS
11,67338441,.,2503,0.330587,11_67338441,-14.2298,5.98221e-46,-0.4273573,cg08355456,0.864470249134703,67338441,67338441,cg08355456,SAS
7,142932278,.,2503,0.252195,7_142932278,-8.73186,2.50516e-18,0.4161348,cg10896774,0.855681428892065,142932278,142932278,cg10896774,SAS
2,96276082,.,2503,0.253842,2_96276082,20.0899,9.04005e-90,-0.4136398,cg18419276,0.853492099118362,96276082,96276082,cg18419276,SAS
14,99607382,.,2503,0.249363,14_99607382,-15.6162,5.64553e-55,0.4134636,cg18414021,0.85332671809229,99607382,99607382,cg18414021,SAS
17,7132345,.,2503,0.309202,17_7132345,19.9048,3.70033e-88,-0.4110532,cg11992241,0.851263392909879,7132345,7132345,cg11992241,SAS
11,67357752,.,2503,0.330325,11_67357752,-14.22,6.88841e-46,0.409813,cg04434593,0.850133289231726,67357752,67357752,cg04434593,SAS
3,11061023,.,2503,0.271844,3_11061023,17.8323,3.96603e-71,-0.4077856,cg17071731,0.848255033292776,11061023,11061023,cg17071731,SAS
1,68067092,.,2503,0.256788,1_68067092,-7.77649,7.4566e-15,0.3951679,cg09118625,0.83661535917215,68067092,68067092,cg09118625,SAS
2,96317374,.,2503,0.425015,2_96317374,22.9972,4.96662e-117,-0.3886953,cg14950039,0.830429321268394,96317374,96317374,cg14950039,SAS
4,4381920,.,2503,0.299489,4_4381920,18.5335,1.10746e-76,-0.3811448,cg12235062,0.822707602408263,4381920,4381920,cg12235062,SAS
10,116390884,.,2503,0.285435,10_116390884,-15.5996,7.32775e-55,-0.3707788,cg07037454,0.811780641757134,116390884,116390884,cg07037454,SAS
15,64923193,.,2503,0.278465,15_64923193,18.6262,1.9695e-77,-0.3620155,cg00958451,0.802369673844991,64923193,64923193,cg00958451,SAS
17,60800032,.,2503,0.249151,17_60800032,-11.7369,8.24542e-32,0.3589414,cg02372144,0.798987238097488,60800032,60800032,cg02372144,SAS
11,67102529,.,2503,0.289339,11_67102529,-14.4346,3.13463e-47,-0.3542473,cg24022067,0.793521788950185,67102529,67102529,cg24022067,SAS
16,30903305,.,2503,0.28261,16_30903305,19.1022,2.41847e-81,-0.3475817,cg03575939,0.785469308037912,30903305,30903305,cg03575939,SAS
3,157676472,.,2503,0.259314,3_157676472,-15.1992,3.57878e-52,0.3445973,cg25103417,0.782008119420851,157676472,157676472,cg25103417,SAS
